Neuron Name,SKID,SKID in V14?,Classification,DN Type,Status,DT Hemisphere,Soma Hemisphere,ID,Annotations
neuron 11412328 ET,11412327,True,DNg type 23,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['DNg type 23', 'Typed DN', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'DN Exploration', 'CardLab']"
neuron 11418710 ET,11418709,True,,DNd,duplicate - manual,Right,midLine,Unidentified DN,"['miscellaneous DNd', 'duplicate - manual', 'right DT', 'DNd', 'Unidentified DN', 'Card_DN_Exploration', 'DN Exploration', 'midLine', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
neuron 11420105 ET,11420104,True,DNp type 7,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNp', 'Typed DN', 'DNp type 7', 'Unidentified DN', 'Card_DN_Exploration', 'in bundle with aIP neurons_not of interest', 'LEFT HEMISPHERE', 'Kathi in bundle too posterior', 'Bilateral', 'Descending Neuron', 'GF2 input neuron', 'Input to GF2 medial', 'CAT-Ongoing', 'DN Exploration', 'CardLab', 'PCBR', 'neuron 5173617 KE']"
neuron 11420729 ET,11420728,True,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'posterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'RIGHT HEMISPHERE', 'Descending Neuron', 'neuron 5208215', 'CAT-Ongoing', 'DN Exploration', 'CardLab']"
neuron 11422041 ET,11422040,True,DNb type 1,DNb,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNb type 1', 'duplicate - manual', 'right DT', 'DNb', 'neuron 7118228', 'RIGHT HEMISPHERE', 'DN Exploration', 'Unidentified DN', 'Card_DN_Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
neuron 11432051 ET,11432050,True,DNg type 29,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 29', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'RIGHT HEMISPHERE', 'Bilateral', 'CAT-Ongoing', 'CardLab', 'DN Exploration', 'Descending Neuron']"
neuron 11435575 ET,11435574,True,,DNg,Complete,Right,midLine,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Bilateral', 'midLine', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron']"
neuron 11438311 ET,11438310,True,DNg type 5,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 5', 'LEFT HEMISPHERE', 'DN Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'Card_DN_Exploration', 'Bilateral']"
neuron 11441584 ET,11441583,True,DNa type 3,DNa,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNa', 'Typed DN', 'DNa type 3', 'Unidentified DN', 'Card_DN_Exploration', 'Bilateral', 'DN Exploration', 'CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Descending Neuron']"
DNb01 neuron 11456743 ET,11456742,True,DNb01,DNb,duplicate - manual,Right,LEFT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNb01', 'duplicate - manual', 'right DT', 'DNb', 'Yellow Large Neurons', 'CAT-Ongoing', 'CardLab', 'Bilateral', 'DN Exploration', 'Descending Neuron', 'Card_DN_Exploration', 'LEFT HEMISPHERE']"
neuron 11496451 ET,11496450,True,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'Card_DN_Exploration', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron']"
neuron 11512038 ET,11512037,True,DNg type 19,DNg,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 19', 'duplicate - manual', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron']"
neuron 11513476 ET,11513475,True,DNg type 23,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['DNg type 23', 'Typed DN', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE']"
neuron 11523152 ET,11523151,True,DNg type 20,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 20', 'right DT', 'DNg', 'Unidentified DN', 'DN Exploration', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE', 'Card_DN_Exploration', 'Bilateral']"
neuron 11538884 ET,11538883,True,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['duplicate - auto', 'right DT', 'DNa', 'Typed DN', 'DNa type 4', 'Unidentified DN', 'Yellow Large Neurons', 'Card_DN_Exploration', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'Descending Neuron', 'RIGHT HEMISPHERE']"
neuron 11539757 ET,11539756,True,,DNb,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['Unidentified DN', 'DNb', 'Descending Neuron', 'right DT', 'RIGHT HEMISPHERE', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'Card_DN_Exploration']"
neuron 11566798 ET,11566797,True,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'medial soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Descending Neuron', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Bilateral']"
neuron 11570022 ET,11570021,True,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'posterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'DN Exploration', 'CardLab', 'CAT-Ongoing', 'Bilateral', 'LEFT HEMISPHERE', 'Descending Neuron']"
neuron 11580472 ET,11580471,True,DNg type 32,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 32', 'medial soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'Descending Neuron', 'CardLab', 'DN Exploration', 'Bilateral']"
neuron 11589630 ET,11589629,True,DNp type 2,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNp', 'Typed DN', 'DNp type 2', 'Unidentified DN', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'RIGHT HEMISPHERE', 'Descending Neuron']"
neuron 11602389 ET,11602388,True,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Bilateral', 'DN Exploration', 'LEFT HEMISPHERE', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
neuron 11612396 ET,11612395,True,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'posterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CardLab', 'DN Exploration', 'CAT-Ongoing']"
neuron 11624460 ET,11624459,True,DNb06,DNb,duplicate - manual,Right,LEFT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNb06', 'duplicate - manual', 'right DT', 'DNb', 'Card_DN_Exploration', 'Bilateral', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'LEFT HEMISPHERE', 'Descending Neuron']"
neuron 11634460 ET,11634459,True,DNg type 28,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'DNg type 28', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'CAT-Ongoing', 'Descending Neuron', 'midLine', 'Bilateral', 'CardLab', 'DN Exploration']"
neuron 11638833 ET,11638832,True,DNp type 2,DNp,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['duplicate - manual', 'right DT', 'DNp', 'Typed DN', 'DNp type 2', 'Unidentified DN', 'Card_DN_Exploration', 'Bilateral', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'Descending Neuron', 'RIGHT HEMISPHERE']"
neuron 11646082 ET,11646081,True,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Bilateral', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron', 'LEFT HEMISPHERE']"
neuron 11651065 ET,11651064,True,DNg type 16,DNg,duplicate - manual,Right,LEFT HEMISPHERE,Typed DN,"['duplicate - manual', 'right DT', 'DNg', 'DNg type 16', 'Typed DN', 'Unidentified DN', 'Card_DN_Exploration', 'LEFT HEMISPHERE', 'Bilateral', 'CAT-Ongoing', 'DN Exploration', 'CardLab', 'Descending Neuron']"
neuron 11696113 [SMP.R]-VNC Purple Kush AJES,11696112,True,,DNp,duplicate - manual,Left,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'long middle tract', 'RIGHT HEMISPHERE', 'left DT', 'Unidentified DN', 'duplicate - manual', 'DNp', 'Descending Neuron', 'test for joe', 'test for joe2']"
neuron 11702088 ET,11702087,True,DNg type 34,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['DNg type 34', 'Typed DN', 'posterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron', 'LEFT HEMISPHERE', 'Bilateral']"
neuron 11703106 ET,11703105,True,DNg type 29,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 29', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'Bilateral', 'Descending Neuron', 'LEFT HEMISPHERE']"
neuron 11726576 ET JK,11726575,True,,DNg,Complete,Right,midLine,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'DNg', 'Unidentified DN', 'midLine', 'Descending Neuron', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'Card_DN_Exploration']"
neuron 11727511 ET,11727510,True,,DNg,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'anterior soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Descending Neuron', 'Bilateral', 'DN Exploration']"
neuron 11772887 ET,11772886,True,DNg type 19,DNg,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 19', 'duplicate - manual', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'RIGHT HEMISPHERE', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'Descending Neuron']"
neuron 11779114 ET,11779113,True,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'medial soma', 'right DT', 'DNg', 'Unidentified DN', 'Descending Neuron', 'Card_DN_Exploration', 'DN Exploration', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'Bilateral']"
neuron 11779584 ET,11779583,True,,DNa,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'right DT', 'DNa', 'Unidentified DN', 'Yellow Large Neurons', 'Card_DN_Exploration', 'DN Exploration', 'CardLab', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Descending Neuron', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
neuron 11794281 ET,11794280,True,DNg type 15,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'DNg type 15', 'Unidentified DN', 'Card_DN_Exploration', 'Bilateral', 'Descending Neuron', 'CardLab', 'DN Exploration', 'CAT-Ongoing', 'LEFT HEMISPHERE']"
antennal DN1,11982094,True,,DNg,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'medial soma', 'DNg', 'right DT', 'LEFT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'HampelSeedsLab', 'KE upseg', 'downstream of aBN1', 'neuron upload', 'v14-seg upload', 'ASB stitched from auto segments']"
SEZ.L->VLP.L neuron 11994071 BM,11994069,True,DNp30,DNp,Complete,Right,LEFT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNp30', 'right DT', 'DNp', 'LEFT HEMISPHERE', 'Descending Neuron', 'v14-preview', 'v14-seg: 160610948', 'aSP-g upstream frag', 'pheromonal circuit neuron ASB', 'neuron upload', 'BM upseg', 'v14-seg upload', 'v14-seg: 337014012', 'CAT-Ongoing', 'v14-seg: 370380911', 'v14-seg: 370380931', 'v14-seg: 291599675', 'ASB upseg', 'v14', 'v14-seg: 118859137']"
neuron 12050934 ET JK,12050933,True,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'Descending Neuron', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'DN Exploration', 'CAT-Ongoing', 'CardLab', 'Card_DN_Exploration']"
neuron 12051890 ET,12051889,True,DNg type 32,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 32', 'medial soma', 'right DT', 'DNg', 'Unidentified DN', 'Card_DN_Exploration', 'Descending Neuron', 'LEFT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Bilateral']"
neuron 12077288,12077287,,DNa type 2,DNa,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 2', 'right DT', 'DNa', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'Yellow Large Neurons', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
neuron 12077426 ET,12077425,True,,DNa,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'right DT', 'DNa', 'Unidentified DN', 'Card_DN_Exploration', 'CardLab', 'CAT-Ongoing', 'DN Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
Type_F_Disq_2_PWG,12125074,True,,DNp,duplicate - manual,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'right DT', 'Unidentified DN', 'DNp', 'RIGHT HEMISPHERE', 'Descending Neuron', 'duplicate - manual', 'not a PN', 'WTPN2017_mALT_lALT_base']"
Type_F_Disq_6_PWG,12125100,True,DNp24,DNp,duplicate - manual,Left,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'Identified DN', 'DNp24', 'duplicate - manual', 'left DT', 'RIGHT HEMISPHERE', 'DNp', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Type_F_Disq_90_PWG,12141431,True,DNp type 22,DNp,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 22', 'duplicate - manual', 'right DT', 'DNp', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron']"
A2_like_1,12526386,True,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'duplicate - auto', 'right DT', 'Unidentified DN', 'DNa', 'RIGHT HEMISPHERE', 'Descending Neuron', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_like_4,12526387,True,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'duplicate - auto', 'right DT', 'Unidentified DN', 'DNa', 'RIGHT HEMISPHERE', 'Descending Neuron', 'A2_like_maybe_2', 'demo_neuron', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_142,12526390,True,DNa type 2,DNa,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 2', 'duplicate - manual', 'right DT', 'DNa', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'A2_pres_5651', 'A2_pres_1242', 'import_Wilson_lab_03_12_2019', 'A2_pres_3110', 'import_Wilson_lab_06_06_2019', 'A2_pres_3710', 'A2_pres_5831', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_like_14,12526405,True,,DNa,duplicate - manual,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'duplicate - manual', 'right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'Descending Neuron', 'DNa', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_Presynaptic_146,12526578,True,DNa type 2,DNa,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 2', 'right DT', 'DNa', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_like_AL_1,12526586,True,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'RIGHT HEMISPHERE', 'duplicate - auto', 'right DT', 'Unidentified DN', 'DNa', 'Descending Neuron', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_152,12526588,True,,DNa,duplicate - manual,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'duplicate - manual', 'right DT', 'Unidentified DN', 'DNa', 'RIGHT HEMISPHERE', 'Descending Neuron', 'A2_pres_329', 'A2_pres_363', 'A2_pres_381', 'A2_pres_1331', 'A2_like_6', 'A2_pres_1506', 'A2_pres_5738', 'A2_pres_1234', 'import_Wilson_lab_06_06_2019', 'A2_pres_3185', 'import_Wilson_lab_03_12_2019', 'A2_pres_5380', 'A2_pres_220', 'A2_pres_3308', 'A2_pres_222', 'A2_pres_3738', 'A2_pres_2262', 'A2_pres_5413', 'A2_pres_2852', 'A2_pres_5418', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_like_AL_10,12526590,True,DNa01,DNa,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['DNa01', 'Published in Namiki 2018', 'right DT', 'DNa', 'RIGHT HEMISPHERE', 'Identified DN', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_139,12526591,True,DNa03,DNa,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['DNa03', 'Published in Namiki 2018', 'right DT', 'DNa', 'Identified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'A2_pres_387', 'A2_pres_2170', 'A2_pres_475', 'A2_pres_1664', 'A2_pres_2135', 'A2_pres_2115', 'A2_pres_1886', 'A2_pres_2763', 'A2_pres_3163', 'A2_pres_3124', 'import_Wilson_lab_03_12_2019', 'A2_pres_2708', 'import_Wilson_lab_06_06_2019', 'A2_pres_3212', 'A2_pres_3225', 'A2_pres_2906', 'A2_pres_973', 'A2_pres_2846', 'A2_pres_1133', 'A2_pres_5342', 'A2_pres_1106', 'A2_pres_797', 'A2_pres_5128', 'A2_pres_3609', 'A2_pres_3607', 'A2_pres_162', 'A2_pres_3572', 'A2_pres_631', 'A2_pres_5178', 'A2_pres_3481', 'A2_pres_3522', 'A2_pres_3113', 'A2_pres_288', 'A2_pres_2292', 'A2_pres_5483', 'A2_pres_307', 'A2_pres_3469', 'A2_pres_408', 'A2_pres_2015', 'A2_pres_3032', 'A2_pres_182', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_like_AL_14,12526592,,,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,,"['RIGHT HEMISPHERE', 'right DT', 'DNa', 'Descending Neuron', 'duplicate - auto', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_like_IH_1,12526607,,DNa type 4,DNa,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'duplicate - manual', 'right DT', 'Unidentified DN', 'DNa', 'RIGHT HEMISPHERE', 'Descending Neuron', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_like_IH_10,12526608,,DNa01,DNa,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['DNa01', 'Published in Namiki 2018', 'right DT', 'DNa', 'RIGHT HEMISPHERE', 'Identified DN', 'CAT-Ongoing', 'CardLab', 'Descending Neuron', 'import_Wilson_lab_03_12_2019', 'A2_pres_2714', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_153,12526609,True,DNa type 4,DNa,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['DNa type 4', 'Typed DN', 'right DT', 'DNa', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019', 'A2_pres_74']"
A2_like_IH_4,12526613,True,DNa type 4,DNa,duplicate - auto,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DNa', 'Descending Neuron', 'duplicate - auto', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_151,12526614,True,DNa type 4,DNa,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNa type 4', 'RIGHT HEMISPHERE', 'duplicate - manual', 'right DT', 'Unidentified DN', 'DNa', 'Descending Neuron', 'A2_pres_1934', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019', 'A2_like_AL_4']"
A2_Presynaptic_148,12526616,True,,DNa,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'right DT', 'DNa', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'A2_pres_1474', 'import_Wilson_lab_03_12_2019', 'A2_pres_872', 'import_Wilson_lab_06_06_2019', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_Presynaptic_1002,12526791,True,,DNa,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNa,"['miscellaneous DNa', 'right DT', 'RIGHT HEMISPHERE', 'Unidentified DN', 'DNa', 'Descending Neuron', 'A2_Presynaptic_543', 'A2_pres_2126', 'A2_pres_358', 'A2_like_AL_200', 'A2_pres_1334', 'A2_pres_479', 'A2_pres_473', 'A2_pres_1781', 'A2_pres_2146', 'A2_pres_2108', 'A2_pres_1891', 'A2_pres_1511', 'A2_pres_5713', 'A2_pres_2629', 'A2_pres_3101', 'import_Wilson_lab_03_12_2019', 'A2_pres_2996', 'A2_pres_2975', 'A2_pres_960', 'A2_pres_1103', 'A2_pres_5366', 'A2_pres_1072', 'A2_pres_2350', 'A2_pres_2349', 'A2_pres_3741', 'A2_pres_1828', 'A2_pres_2324', 'A2_pres_3282', 'A2_pres_5101', 'A2_pres_1294', 'import_Wilson_lab_06_06_2019', 'Lineage_annotated', 'Volker_Hemilineage: DALd', 'ItoLee_Hemilineage: WEDd1', 'Volker_Lineage: DALd', 'ItoLee_Lineage: WEDd1']"
A2_Presynaptic_1554,12526925,True,DNp type 12,DNp,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'RIGHT HEMISPHERE', 'DNp type 12', 'DNp', 'duplicate - manual', 'right DT', 'A2_pres_3820', 'A2_pres_5556', 'A2_pres_3809', 'import_Wilson_lab_03_12_2019', 'Descending Neuron', 'Unidentified DN', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_1578,12527018,True,,DNg,duplicate - manual,Right,RIGHT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'duplicate - manual', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_1049,12527032,True,DNg type 21,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['DNg type 21', 'Typed DN', 'left DT', 'DNg', 'Unidentified DN', 'RIGHT HEMISPHERE', 'import_Wilson_lab_03_12_2019', 'import_Wilson_lab_06_06_2019', 'Descending Neuron']"
A2_Presynaptic_PS_118,12528673,True,,DNg,duplicate - manual,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'right DT', 'import_Wilson_lab_03_12_2019', 'duplicate - manual', 'LEFT HEMISPHERE', 'DNg', 'Unidentified DN', 'Bilateral', 'Descending Neuron', 'import_Wilson_lab_06_06_2019']"
A2_Presynaptic_PS_106,12528884,True,,,Putative_Ascending,Right,FindSoma,Unidentified DN,"['no FW soma', 'Putative_Ascending', 'Descending Neuron', 'Putative_Descending', 'right DT', 'Unidentified DN', 'FindSoma', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019', 'A2_pres_3275']"
A2_Presynaptic_PS_101,12528892,True,DNb type 1,DNb,duplicate - manual,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNb type 1', 'duplicate - manual', 'Unidentified DN', 'DNb', 'RIGHT HEMISPHERE', 'right DT', 'Descending Neuron', 'A2_pres_2180', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
A2_Presynaptic_PS_98,12528909,True,DNb01,DNb,duplicate - auto,Right,LEFT HEMISPHERE,Identified DN,"['CAT-Ongoing', 'CardLab', 'Published in Namiki 2018', 'Identified DN', 'LEFT HEMISPHERE', 'right DT', 'Descending Neuron', 'DNb01', 'DNb', 'duplicate - auto', 'import_Wilson_lab_06_06_2019', 'import_Wilson_lab_03_12_2019']"
