Neuron Name,SKID,SKID in V14?,Annotation Info,Specific Annotation,Annotations
Google: 4104374805 JK,113431614,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 9337785491 ET,115831035,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending']"
Google: 9337758296,115855569,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending', 'no FW soma']"
Google: 12229476821 ET,116264313,,Ascending,Halted,"['DN_Autoseg_Exploration', 'CardLab', 'Halted', 'Putative_Ascending', 'CAT-Ongoing']"
Google: 7110699931,116616774,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'right DT', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending', 'no FW soma']"
Google: 10389535022 JK,118198959,,Ascending,Halted,"['Halted', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5934789398 ET,118317456,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 9347353200 JK,119380821,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4768488821 JK,120253755,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8043512543,120461559,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6723626468,120649011,,Ascending,Putative_Ascending,"['right DT', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'no FW soma', 'Putative_Ascending']"
Google: 6723023754,120679791,,Ascending,Putative_Ascending,"['right DT', 'no FW soma', 'Putative_Ascending']"
Google: 6723707648 JK,120683736,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6588670683 ET,120742584,,Ascending,Putative_Ascending,"['no FW soma', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'Bilateral', 'right DT', 'CAT-Ongoing', 'CardLab']"
Google: 7129265522,120810495,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'SCS_unclassified', 'neuron 10026292', 'LK_unclassified_17', 'neuron 10026402', 'SCS_upstream CAT1 head BN2_unclassified', 'SCS_Classification', 'v14-seg-li-190805.0 upload HampelSeedsLab', 'upstream of category 1 head BN2_1', 'HampelSeedsLab', 'neuron 10082531']"
Google: 7509304860 skeleton ML,121409553,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'Scott Lab', 'putative downstream SAG SEZ']"
Google: 4887445527 JK,121939191,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5156202633 JK,122014356,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4366047331,123537276,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 6197802579 ET,123738141,,Ascending,Putative_Ascending,"['left DT', 'CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending']"
Google: 4359654809,124034532,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 4495972977 ET,124061286,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 10130425577,125509614,,Ascending,Putative_Ascending,"['CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending', 'unclear FW']"
Google: 5554161677,128033817,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 7783116549 JK,128442906,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 7783737332 JK,128478324,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 11960167938 ET,128636115,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 4500490387 ET,129616119,,Ascending,FindSoma,"['CAT-Ongoing', 'CardLab', 'Putative_Ascending', 'FindSoma', 'DN_Autoseg_Exploration']"
Google: 10907115376 JK,130373364,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 10907761551 ET,130398591,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 5426181661 ET,130568718,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 5426183500 ET,130603254,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 7779888621 ET,131637786,,Ascending,Putative_Ascending,"['no FW soma', 'Putative_Ascending', 'right DT', 'Unidentified DN', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 8422830983 ET,132884736,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 8422249025 JK,132910914,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8422893428 ET,132922425,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 8557238352 JK,134167017,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8557842332,134179425,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'no FW soma', 'unclear FW']"
Google: 6996220339,134631204,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 6996823132 ET,134643165,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 4891348681 JK,134838954,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8296842232 JK,135418272,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6870165660 JK,136208514,,Ascending,Putative_Ascending,"['no FW soma', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'right DT', 'Putative_Ascending']"
Google: 6870172245,136229133,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'no FW soma', 'Putative_Ascending']"
Google: 6716654774 JK,136619241,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4764017063 JK,136912185,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 4764665428 ET,136925946,,Ascending,Putative_Ascending,"['no FW soma', 'Putative_Ascending', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 7645536937 JK,137167800,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 4634726580,139172739,,Ascending,Putative_Ascending,"['right DT', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'unclear FW', 'Putative_Ascending']"
Google: 5801734751,139513677,,Ascending,Putative_Ascending,"['Putative_Ascending', 'unclear FW', 'DN_Autoseg_Exploration', 'CardLab', 'right DT', 'CAT-Ongoing']"
Google: 6736447428 JK,139750914,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6721146820 JK,142180584,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4494644252 ET,143475783,,Ascending,Putative_Ascending,"['Putative_Ascending', 'unclear FW', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 6692932464 JK,145499724,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5684016795,145885803,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 2943903132,146394219,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 6463919080,146940183,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 4246478039,147606603,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'right DT', 'CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending']"
Google: 5280336636 JK,147626031,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 6991667462 JK,148670397,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 6991667438 JK,148688115,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 4886808941 JK,149792601,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 4896458329 JK,150037053,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5420434024,150195621,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 5682123227 ET,150751593,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 8427976183 ET,151906209,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CardLab', 'DN_Autoseg_Exploration', 'no FW soma', 'right DT']"
Google: 4631587100 ET,154563399,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'DN_Autoseg_Exploration', 'Putative_Ascending', 'CardLab']"
Google: 5035277498 JK,155123241,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CardLab', 'CAT-Ongoing', 'right DT']"
Google: 5160679406 JK,155896659,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 10390816200 ET,156543879,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 7115158103 JK,157068648,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4893211853 JK,157314417,,Ascending,Putative_Ascending,"['duplicate - auto', 'right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4893911068,157340970,,Ascending,FindSoma,"['Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'FindSoma']"
Google: 3193975244,157756815,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 5561843649 JK,158032728,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 9216840009,159430239,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'no FW soma', 'Putative_Ascending']"
Google: 8433770016 JK,159815664,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 8433114814,159835173,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'right DT', 'Putative_Ascending']"
Google: 8433759571 JK,159854415,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8433116490 JK,159858447,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5551602340 JK,160149756,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 5551592088 JK,160186869,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5421655603 JK,160448763,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6738354466,160935603,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'SCS_unclassified', 'neuron 9894762', 'neuron 9940932', 'will merge to SCS_unclassified_16', 'neuron 10007837', 'SCS_Classification', 'v14-seg-li-190805.0 upload HampelSeedsLab', 'v14-seg-li-190805.0 upload hampel_seeds_lab', 'HampelSeedLab', 'neuron 9995488', 'SCS_unclassified_16', 'SCS_upstream CAT1 head BN2_unclassified', 'neuron 9970035', 'HampelSeedsLab', 'Merged: Neuron 216964871', 'upstream of category 1 head BN2_1', 'neuron 9910648']"
Google: 6738373139 JK,160970793,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 6598215009 JK,161817372,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'right DT', 'Putative_Ascending', 'CardLab']"
Google: 5284719842 JK,161927301,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 6994879967 JK,162029079,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 7388380350 JK,162617124,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 3593272461,163830546,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'no FW soma', 'Putative_Ascending']"
Google: 8950024357 JK,163917660,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 7384528518 JK,165457746,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 12617197057 ET,166686336,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 8955812751,166965498,,Ascending,Putative_Ascending,"['DN_Autoseg_Exploration', 'right DT', 'CAT-Ongoing', 'CardLab', 'no FW soma', 'Putative_Ascending']"
Google: 5027629069 JK,167875290,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 7390297841 JK,168418575,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 7390280786 JK,168426480,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6865054212,168952527,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 6865052624,168953691,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6865030820 HC,168974463,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'locked', 'v14-seg-li-190805.0 upload card_lab']"
Google: 6865693990,168977361,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 6865704118 ET,168980442,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 6865054223 JK,168991716,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5286715541 JK,171504873,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 8293023865,171953124,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 3975118131,172563792,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'no FW soma', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 8042847372 JK,173797524,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4638627938 JK,173841315,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4638626328 JK,173864568,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5952745398,174227433,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 6201586865 JK,174719403,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 6849014233,175017108,,Ascending,Putative_Ascending,['Putative_Ascending']
Google: 6849652359 ET,175059240,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending', 'unclear FW']"
Google: 11562228988,176469531,,Ascending,Putative_Ascending,"['no FW soma', 'Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'right DT']"
Google: 11562866999,176470959,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 4229136744 ET,179171400,,Ascending,Putative_Ascending,"['Putative_Ascending', 'no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 7769025844,180329214,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 3065541422 ET,180717138,,Ascending,Putative_Ascending,"['Putative_Ascending', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 5414033331,180940974,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'CAT-Ongoing', 'Putative_Ascending', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 4250323457 JK,181697364,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 5938025517 ET,183269205,,Ascending,FindSoma,"['Putative_Ascending', 'no FW soma', 'right DT', 'FindSoma', 'Bilateral', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 3588710987 JK,185512398,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 7777332645 JK,186542496,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 9211708894,186805287,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 9211054835 JK,186809166,,Ascending,Putative_Ascending,"['Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6869517360,187605156,,Ascending,Putative_Ascending,"['Putative_Ascending', 'SCS_unclassified', 'neuron 8713672', 'HampelSeedsLab', 'SCS_Classification', 'SCS_upstream CAT1 head BN2_unclassified', 'will merge to SH-SCS_unclassified_12', 'SH-SCS_unclassified_12', 'Merged: Neuron 216950207', 'neuron 9893389', 'upstream of category 1 head BN2_1', 'v14-seg-li-190805.0 upload HampelSeedsLab']"
Google: 8956448855,187890909,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 4630319563,187948986,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT']"
Google: 4630236302,187950201,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
Google: 4630934045 JK,187953984,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 5161957551 JK,189284760,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 5161297045 JK,189285600,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 5161959027 JK,189292890,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 9729293542 JK,191306916,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 8025573260 ET,192176580,,Ascending,Putative_Ascending,"['CardLab', 'DN_Autoseg_Exploration', 'right DT', 'Putative_Ascending']"
Google: 6732572780 JK,192877251,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 6732570951 JK,192880710,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5159413311 JK,192984567,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 5807511351 ET,193535505,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5807495970 ET,193567335,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 5675771132,194137986,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'left DT', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 7001287796 JK,195421593,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 5413396647 JK,195713436,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'CardLab', 'CAT-Ongoing']"
Google: 8298781737,196014303,,Ascending,Putative_Ascending,"['CardLab', 'DN_Autoseg_Exploration', 'Putative_Ascending']"
Google: 8431197138,196511745,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'no FW soma', 'Putative_Ascending']"
Google: 6472225927 JK,196595958,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8171447486 JK,197722716,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 2391148006 ET,200089995,,Ascending,FindSoma,"['Putative_Ascending', 'no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'FindSoma']"
Google: 10260939644,200402973,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending', 'unclear FW']"
Google: 9086327291 JK,203009934,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 9606459639 JK,203370747,,Ascending,Putative_Ascending,"['right DT', 'DN_Autoseg_Exploration', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4496561868 JK,203558406,,Ascending,Putative_Ascending,"['duplicate - auto', 'CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 4636737326 ET,204546963,,Ascending,Putative_Ascending,"['no FW soma', 'Bilateral', 'right DT', 'CAT-Ongoing', 'Putative_Ascending', 'CardLab', 'DN_Autoseg_Exploration']"
Google: 4249658453 JK,205408056,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 4249676943 JK,205423308,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 4633534952 ET,207061551,,Ascending,Putative_Ascending,"['no FW soma', 'Putative_Ascending', 'dense core vesicles', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'right DT']"
Google: 5287340158 JK,207895650,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 5287304286 ET,207897192,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 5287365913 JK,207899091,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 5287936984 JK,207905127,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 4113399329 ET,208356384,,Ascending,FindSoma,"['Putative_Ascending', 'no FW soma', 'Putative_Descending', 'Unidentified DN', 'right DT', 'Bilateral', 'CardLab', 'DN_Autoseg_Exploration', 'FindSoma']"
Google: 6734534446 ET,209536335,,Ascending,Putative_Ascending,"['CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'Putative_Ascending']"
Google: 6734551494 JK,209548623,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'right DT', 'Putative_Ascending']"
Google: 7253992914 JK,209776902,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 7253984478 JK,209777211,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8417758398 ET,211021665,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'no FW soma', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 5424927979 JK,212196216,,Ascending,Putative_Ascending,"['CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 6341073433 JK,212399988,,Ascending,Putative_Ascending,"['duplicate - auto', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending', 'right DT']"
Google: 6341712974 ET,212410791,,Ascending,Putative_Ascending,"['no FW soma', 'Putative_Ascending', 'dense core vesicles', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 5170937863 JK,213301293,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'CardLab', 'CAT-Ongoing']"
Google: 8424811351,213529797,,Ascending,Putative_Ascending,"['no FW soma', 'right DT', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 3190139947 JK,213861672,,Ascending,Putative_Ascending,"['Putative_Ascending', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 9603237024 JK,214361295,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6709604191 JK,214559715,,Ascending,Putative_Ascending,"['Putative_Ascending', 'duplicate - auto']"
Google: 7513761900,215465517,,Ascending,Putative_Ascending,"['right DT', 'unclear FW', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Putative_Ascending']"
Google: 9864933260,215518965,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'unclear FW']"
Google: 5289301433 JK,215845803,,Ascending,Putative_Ascending,"['right DT', 'CardLab', 'CAT-Ongoing', 'Putative_Ascending']"
Google: 5289288201,215869956,,Ascending,Putative_Ascending,"['right DT', 'Putative_Ascending']"
