Neuron Name,skeletonID,GF1 Synapse Count,annotations
GF input neuron 5585143 JSP - unclassified type 66a,5585142,2,"['BAlv R', 'Hartenstein_Hemilineage: Balv_ventral', 'interneuron downstream of aBN1', 'ItoLee_Hemilineage: WEDa1_ventral', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'LCBR', 'Lineage_annotated', 'duplicated', 'upstream of antennal BN2_1', 'presynaptic to JO', 'AMMC_R', 'neuron 8706849 SCS', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 66a', 'postsynaptic to JONeuron', 'GNG', 'SAD', 'WED_R', 'Unilateral', 'local neuron', 'Homolateral', 'downstream of aBN1', 'Ipsilateral', 'Mechanosensory Interneuron']"
GF input neuron  5634459 SMA - unclassified type 42,5634458,2,"['CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'Bilateral', 'LEFT HEMISPHERE', 'Input to GF1 anterior', 'sub AMMC:ammc', 'Unclassified GF input neuron - type 42', 'GCBR', 'SET-4', 'Non-Visual_Interneuron', 'AMMC_R', 'AVLP_R', 'GNG', 'SAD', 'WED_R', 'Heterolateral', 'contralateral', 'projection neuron']"
GF input neuron 5642437 SMA - unclassified type 29,5642436,10,"['BAlc R', 'Input to GF1 anterior', 'Bilateral', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 29', 'rALl', 'ItoLee_Lineage: ALl1', 'ItoLee_Hemilineage: ALl1_ventral', 'Lineage_annotated', 'ACBR', 'postsynaptic to JONeuron', 'GC', 'Hartenstein_Hemilineage: BAlc_ventral', 'Hartenstein_Lineage: BAlc', 'Putative_Neurotransmitter: ChA', 'WTPN2017_transmitter_unknown', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'AL_R', 'AMMC_R', 'EPA_R', 'WED_L', 'PVLP_L', 'SAD', 'SPS_L', 'SPS_R', 'VES_R', 'WED_R', 'LO_L', 'Ipsilateral', 'projection neuron', 'Heterolateral', 'Mechanosensory Interneuron']"
GF input neuron 5656210 JSP - unclassified type 29,5656209,5,"['BAlc R', 'CardLab', 'GF1 input neuron', 'Unclassified GF input neuron - type 29', 'CAT-Ongoing', 'Bilateral', 'RIGHT HEMISPHERE', 'ACBR', 'Input to GF1 anterior', 'ItoLee_Lineage: ALl1', 'ItoLee_Hemilineage: ALl1_ventral', 'Lineage_annotated', 'postsynaptic to JONeuron', 'GC', 'Hartenstein_Hemilineage: BAlc_ventral', 'Hartenstein_Lineage: BAlc', 'Putative_Neurotransmitter: ChA', 'WTPN2017_transmitter_unknown', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'DN106 input neuron', 'AL_R', 'AMMC_R', 'AVLP_L', 'IPS_R', 'GNG', 'LAL_R', 'WED_L', 'PVLP_L', 'SAD', 'SPS_L', 'SPS_R', 'VES_R', 'WED_R', 'LO_L', 'Ipsilateral', 'projection neuron', 'Heterolateral', 'Mechanosensory Interneuron']"
GF input neuron 5699903 SMA - unclassified type 39,5699902,10,"['Lineage_annotated', 'Hartenstein_Hemilineage: BLVa3', 'Hartenstein_Lineage: BLVa3', 'ItoLee_Lineage: VLPl1', 'ItoLee_Hemilineage: VLPl1', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 39', 'RIGHT HEMISPHERE', 'postsynaptic to JONeuron', 'ACBR', 'secondary_auditory_interneurons', 'lACBR', 'AMMC_R', 'AVLP_R', 'GNG', 'SAD', 'WED_R', 'Unilateral', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Mechanosensory Interneuron']"
GF input neuron 5714784 SMA - unclassified type 24d,5714783,3,"['AMMC_R', 'Unclassified GF input neuron - type 24d', 'CardLab', 'CAT-Ongoing', 'type 24', 'IPS_R', 'Hartenstein_Lineage: BAlv', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'SAD', 'Input to GF1 anterior', 'v14-seg-li-190805.0 upload card_lab', 'Import', 'neuron upload', 'BAlv R', 'cellBodyFiber: AVL15', 'cell_type: SAD029', 'hemibrain_match: 2310688605', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 5846930 JSP - unclassified type 29,5846929,8,"['BAlc R', 'CardLab', 'RIGHT HEMISPHERE', 'ACBR', 'Unclassified GF input neuron - type 29', 'CAT-Ongoing', 'Input to GF1 anterior', 'GF1 input neuron', 'Bilateral', 'postsynaptic to JONeuron', 'GC', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'AL_R', 'AMMC_R', 'EPA_R', 'GNG', 'WED_L', 'PVLP_L', 'SAD', 'SPS_L', 'SPS_R', 'VES_R', 'WED_R', 'LO_L', 'Ipsilateral', 'projection neuron', 'Heterolateral', 'Mechanosensory Interneuron']"
GF input neuron 5846985 JSP - unclassified type 41,5846984,1,"['CAT-Ongoing', 'CardLab', 'Input to GF1 anterior', 'GF2 input neuron', 'Input to GF2 anterior', 'LEFT HEMISPHERE', 'LCBR', 'presynaptic to JO', 'GF1 input neuron', 'Unclassified GF input neuron - type 41', 'SET-dorsal', 'Bilateral', 'SET-1', 'Non-Visual_Interneuron', 'AMMC_R', 'CAN_L', 'IPS_L', 'LAL_L', 'WED_L', 'SAD', 'VES_L', 'VES_R', 'WED_R', 'AMMC_L', 'contralateral', 'Heterolateral', 'projection neuron']"
GF input neuron 5869107 SMA - unclassified type 53,5869106,1,"['cellBodyFiber: PVL05', 'cell_type: AVLP512', 'hemibrain_match: 1745570620', 'Lineage_annotated', 'Hartenstein_Hemilineage: BLVp1_posterior', 'Hartenstein_Lineage: BLVp1', 'ItoLee_Lineage: VLPl&p2', 'ItoLee_Hemilineage: VLPl&p2_posterior', 'Bilateral', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'PCBR', 'GC', 'BLVp1 p', 'Unclassified GF input neuron - type 53', 'Non-Visual_Interneuron', 'AMMC_R', 'AVLP_L', 'AVLP_R', 'EPA_L', 'EPA_R', 'IPS_R', 'GOR_L', 'ICL_L', 'PVLP_L', 'PLP_R', 'PVLP_R', 'SAD', 'SPS_L', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
GF input neuron 5929302 SMA - unclassified type 39,5929301,6,"['Lineage_annotated', 'Hartenstein_Hemilineage: BLVa3', 'Hartenstein_Lineage: BLVa3', 'ItoLee_Lineage: VLPl1', 'ItoLee_Hemilineage: VLPl1', 'Unclassified GF input neuron - type 39', 'RIGHT HEMISPHERE', 'postsynaptic to JONeuron', 'CardLab', 'Input to GF1 anterior', 'CAT-Ongoing', 'GF1 input neuron', 'ACBR', 'secondary_auditory_interneurons', 'lACBR', 'AMMC_R', 'AVLP_R', 'GNG', 'PVLP_R', 'SAD', 'WED_R', 'Unilateral', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Mechanosensory Interneuron']"
GF input neuron 5936952 SMA - unclassified type 44,5936951,5,"['JO-DP#1', 'Paper: Hampel and Eichler et al 2020', 'JO-DP', 'locked', 'CAT-Ongoing', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 anterior', 'dark cytosol', 'JO after GoogleSeg', 'manually traced Kathi', 'JONeuron', 'JO-CDEF_completed', 'JO-DL', 'for JO paper D', 'JO_paper_all', 'JO-DP_01*', 'JO-DP_1', 'JO_paper_D', 'JO-AP_BI/BO_DA_1', 'Kathi tracing complete', 'HampelSeedsLab', 'JO-C/D/E/F Kathi', 'For JO paper figure KE', 'for JO paper all', 'Kathi JO all', 'Unclassified GF input neuron - type 44', 'AMMC_R', 'GNG', 'SAD', 'Unilateral', 'Homolateral', 'JO-D', 'projection neuron']"
GF input neuron 5954577 SMA - unclassified type 24e,5954576,4,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'CardLab', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'presynaptic to JO', 'CAT-Ongoing', 'Homolateral', 'LCBR', 'BAlv', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24e', 'type 24', 'AMMC_R', 'AVLP_R', 'SAD', 'WED_R', 'local neuron', 'Ipsilateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 5961964 SMA - unclassified type 75,5961963,1,"['LEFT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'Bilateral', 'GF1 input neuron', 'Input to GF1 anterior', 'Postsynaptic to LC4', 'Multi-Modal', 'Mechanosensory Interneuron', 'ACBR', 'postsynaptic to JONeuron', 'GC', 'Visual_Interneuron', 'type 5/21/57', 'Unclassified GF input neuron - type 75', 'AMMC_R', 'AVLP_L', 'EPA_L', 'EPA_R', 'GA_L', 'GOR_L', 'ICL_L', 'LAL_L', 'WED_L', 'PVLP_L', 'PLP_L', 'PVLP_R', 'SAD', 'SPS_L', 'SPS_R', 'WED_R', 'LO_L', 'contralateral', 'Heterolateral', 'projection neuron']"
putative LPLC2 neuron 5994550 JSP,5994549,23,"['BLD6 R', 'CAT-Ongoing', 'CardLab', 'PVLP_R', 'GF1 input neuron', 'LOP-R', 'Input to GF1 lateral', 'LO-R', 'LPLC2', 'VPN', 'RIGHT HEMISPHERE', 'ReiserLab', 'presynaptic to LC4', 'Visual', 'LCBR', 'LO_R', 'LOP_R', 'projection neuron', 'Unilateral', 'Ipsilateral', 'Homolateral', 'VisualVideo']"
putative LPLC2 neuron 1143603 MAR,5996597,7,"['BLD6 R', 'CAT-Ongoing', 'Input to GF1 lateral', 'CardLab', 'GF1 input neuron', 'LO-R', 'LCBR', 'LPLC2', 'LOP-R', 'RIGHT HEMISPHERE', 'presynaptic to LC4', 'Visual', 'LO_R', 'LOP_R', 'PVLP_R', 'Ipsilateral', 'Unilateral', 'projection neuron', 'Homolateral', 'VPN', 'VisualVideo']"
GF input neuron 6001180 SMA - unclassified type 41,6001179,1,"['Unclassified GF input neuron - type 41', 'LCBR', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'LEFT HEMISPHERE', 'Bilateral', 'Input to GF1 anterior', 'SET-dorsal', 'SET-1', 'Non-Visual_Interneuron', 'AMMC_R', 'IPS_L', 'WED_L', 'SAD', 'WED_R', 'AMMC_L', 'contralateral', 'Heterolateral', 'projection neuron']"
putative LPLC2 neuron 6034257 JSP,6034256,12,"['BLD6 R', 'GF1 input neuron', 'LOP-R', 'presynaptic to LC4', 'Presynaptic to LPLC2', 'Visual', 'CAT-Ongoing', 'LPLC2', 'LO-R', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 lateral', 'LCBR', 'LO_R', 'LOP_R', 'PVLP_R', 'projection neuron', 'Unilateral', 'Ipsilateral', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 6099231 JSP,6099230,2,"['CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 lateral', 'LPLC2', 'Optic Lobe', 'LCBR', 'Visual', 'LO-R', 'LOP-R', 'LO_R', 'LOP_R', 'PLP_R', 'PVLP_R', 'projection neuron', 'Unilateral', 'Ipsilateral', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 6101318 JSP,6101317,11,"['CardLab', 'LPLC2', 'CAT-Ongoing', 'LCBR', 'RIGHT HEMISPHERE', 'Input to GF1 lateral', 'GF1 input neuron', 'presynaptic to LC4', 'Visual', 'LO-R', 'LOP-R', 'LO_R', 'LOP_R', 'PVLP_R', 'projection neuron', 'Unilateral', 'Ipsilateral', 'Homolateral', 'VPN', 'VisualVideo']"
putative LPLC2 neuron 6107966 JSP,6107965,15,"['Unilateral', 'LPLC2', 'PVLP_R', 'ME_R', 'presynaptic to LC4', 'Homolateral', 'LO-R', 'CardLab', 'GF1 input neuron', 'Input to GF1 lateral', 'LOP_R', 'IDu', 'Visual', 'LO_R', 'LCBR', 'VPN', 'CAT-Ongoing', 'PLP_R', 'LOP-R', 'projection neuron', 'VisualVideo', 'ReiserLab', 'Ipsilateral', 'RIGHT HEMISPHERE']"
GF input neuron 6130350 SMA - unclassified type 29,6130349,1,"['BAlc R', 'rALl', 'Unclassified GF input neuron - type 29', 'ACBR', 'postsynaptic to JONeuron', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE', 'Bilateral', 'GF1 input neuron', 'Input to GF1 anterior', 'GC', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'AL_R', 'AMMC_R', 'GNG', 'WED_L', 'PVLP_L', 'SAD', 'SPS_L', 'SPS_R', 'VES_R', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral', 'Mechanosensory Interneuron']"
GF input neuron 6143723 SMA - unclassified type 24b,6143722,2,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'Input to GF1 anterior', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'LCBR', 'BAlv', 'Unclassified GF input neuron - type 24b', 'type 24', 'AMMC_R', 'AVLP_R', 'IPS_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral']"
GF input neuron 6239869 SMA JSP- unclassified type 30,6239868,24,"['BAlc R', 'neuron 3187697', 'GF1 input neuron', 'CardLab', 'Input to GF2 lateral', 'ItoLee_Lineage: ALl1', 'ItoLee_Hemilineage: ALl1_ventral', 'Lineage_annotated', 'presynaptic to JO', 'Hartenstein_Hemilineage: BAlc_ventral', 'Hartenstein_Lineage: BAlc', 'GC', 'CAT-Ongoing', 'Unclassified GF input neuron - type 30', 'RIGHT HEMISPHERE', 'GF2 input neuron', 'Input to GF1 anterior', 'Bilateral', 'ACBR', 'Putative_Neurotransmitter: ChA', 'WTPN2017_transmitter_unknown', 'BAlc v R', 'secondary_auditory_interneurons', 'vACBR', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'IB_L', 'LAL_R', 'PVLP_L', 'SAD', 'SPS_L', 'SPS_R', 'VES_R', 'WED_R', 'Ipsilateral', 'Heterolateral', 'projection neuron', 'Mechanosensory Interneuron']"
GF input neuron 6248422 JSP - unclassified type 41,6248421,2,"['CAT-Ongoing', 'Bilateral', 'Unclassified GF input neuron - type 41', 'GF1 input neuron', 'Input to GF1 anterior', 'CardLab', 'Mechanosensory Interneuron', 'RIGHT HEMISPHERE', 'postsynaptic to JONeuron', 'SET-dorsal', 'SET-1', 'LCBR', 'AMMC_R', 'CAN_L', 'WED_L', 'SAD', 'VES_L', 'WED_R', 'AMMC_L', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 6294394 SMA - unclassified type 23b,6294393,2,"['LB 0 a', 'CardLab', 'Input to GF1 anterior', 'CAT-Ongoing', 'GF1 input neuron', 'Bilateral', 'GCBR', 'Octopi', 'lCCF', 'Unclassified GF input neuron - type 23b', 'midLine', 'Non-Visual_Interneuron', 'GNG', 'LAL_R', 'PVLP_R', 'SAD', 'WED_R', 'AMMC_L', 'Heterolateral', 'projection neuron']"
GF input neuron 6314464 SMA - unclassified type 40,6314463,2,"['MX 3 R', 'Unclassified GF input neuron - type 40', 'Input to GF2 anterior', 'CAT-Ongoing', 'Input to GF1 anterior', 'CardLab', 'GF1 input neuron', 'GF2 input neuron', 'Descending Neuron', 'RIGHT HEMISPHERE', 'in_connective_z_5565', 'GCBR', 'connectives', 'multiTract', 'SET-2', 'AMMC_R', 'IPS_R', 'GNG', 'SAD', 'AMMC_L', 'Bilateral', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 6331357 SMA - unclassified type 44,6331356,9,"['JO-DA#1', 'Paper: Hampel and Eichler et al 2020', 'JO-DA', 'locked', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'JO-D', 'Unclassified GF input neuron - type 44', 'JONeuron', 'JO after GoogleSeg', 'manually traced Kathi', 'JO-CDEF_completed', 'JO-DS', 'for JO paper D', 'JO_paper_all', 'JO-DA_01*', 'JO-DA_1', 'JO_paper_D', 'JO-AA_BI/BO_DA_2', 'Kathi tracing complete', 'HampelSeedsLab', 'JO-C/D/E/F Kathi', 'For JO paper figure KE', 'for JO paper all', 'Kathi JO all', 'AMMC_R', 'SAD', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 6389535 JSP - unclassified type 42,6389534,2,"['Bilateral', 'LEFT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'Unclassified GF input neuron - type 42', 'sub AMMC:ammc', 'GCBR', 'SET-4', 'Non-Visual_Interneuron', 'AMMC_R', 'IPS_R', 'GNG', 'SAD', 'VES_R', 'WED_R', 'Heterolateral', 'contralateral', 'projection neuron']"
GF input neuron 6412164 JSP - unclassified type 37,6412163,3,"['Input to GF1 anterior', 'dark cytosol', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'Unclassified GF input neuron - type 37', 'JONeuron', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6412429 JSP - unclassified type 37,6412428,14,"['CAT-Ongoing', 'GF1 input neuron', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'JONeuron', 'Input to GF1 anterior', 'CardLab', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6412462 JSP - unclassified type 37,6412461,4,"['Input to GF1 anterior', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'Unclassified GF input neuron - type 37', 'JONeuron', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6429151 JSP - unclassified type 37,6429150,11,"['CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 37', 'JONeuron', 'presynaptic to JO', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6438657 SMA - unclassified  type 35,6438656,8,"['MD 3 R', 'Unclassified GF input neuron - type 35', 'GF1 input neuron', 'GCBR', 'CAT-Ongoing', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'CardLab', 'presynaptic to JO', 'SET-ventral', 'secondary_auditory_interneurons', 'SET-2', 'postsynaptic to JONeuron', 'AMMC_R', 'IPS_R', 'GNG', 'SAD', 'WED_R', 'Bilateral', 'projection neuron', 'Heterolateral', 'Ipsilateral', 'Mechanosensory Interneuron']"
GF input neuron 6471341 SMA - unclassified type 43,6471340,2,"['CardLab', 'LO_L', 'Bilateral', 'Unclassified GF input neuron - type 43', 'Ipsilateral', 'projection neuron', 'WED_R', 'AMMC_R', 'AVLP_R', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'GNG', 'AMMC:ammc', 'GCBR', 'SAD', 'CAT-Ongoing', 'Heterolateral', 'AVLP_L', 'WED_L', 'Input to GF1 anterior', 'LB 7 p R', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron']"
GF input neuron 6502781 JSP - unclassified type 48,6502780,15,"['CardLab', 'CAT-Ongoing', 'Input to GF1 anterior', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'JONeuron', 'Unclassified GF input neuron - type 48', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'GF input JO neuron Kathi', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6507302 JSP - unclassified type 48,6507301,17,"['RIGHT HEMISPHERE', 'CardLab', 'dark cytosol', 'JONeuron', 'Unclassified GF input neuron - type 48', 'GF1 input neuron', 'CAT-Ongoing', 'Input to GF1 anterior', 'GF input JO neuron Kathi', 'AMMC_R', 'GNG', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6507330 JSP - unclassified type 48,6507329,19,"['RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'dark cytosol', 'JONeuron', 'Unclassified GF input neuron - type 48', 'GF input JO neuron Kathi', 'AMMC_R', 'GNG', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6507359 JSP - unclassified type 37,6507358,11,"['CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 37', 'Input to GF1 anterior', 'JONeuron', 'GF input JO neuron Kathi', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6538033 JSP - unclassified type 37,6538032,16,"['dark cytosol', 'GF1 input neuron', 'CAT-Ongoing', 'CardLab', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'JONeuron', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6543602 SMA - unclassified type 48,6543601,12,"['projection neuron', 'CardLab', 'Unilateral', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 48', 'JONeuron', 'Kathi JO all', 'GF1 input neuron', 'GNG', 'dark cytosol', 'SAD', 'AMMC_R', 'Input to GF1 anterior', 'GF input JO neuron Kathi', 'Homolateral']"
GF input neuron 6543642 SMA - unclassified type 37,6543641,14,"['JONeuron', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6543699 JSP - unclassified type 36,6543698,3,"['MX 3 R', 'CardLab', 'CAT-Ongoing', 'Input to GF1 anterior', 'GCBR', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 36', 'Non-Visual_Interneuron', 'AMMC_R', 'IPS_R', 'GNG', 'PLP_R', 'SAD', 'SPS_R', 'WED_R', 'Ipsilateral', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 6544019 SMA JSP - unclassified type 37,6544018,13,"['Input to GF1 anterior', 'GF1 input neuron', 'CardLab', 'JONeuron', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'dark cytosol', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6544886 JSP - unclassified type 48,6544885,22,"['dark cytosol', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CAT-Ongoing', 'JONeuron', 'Unclassified GF input neuron - type 48', 'GF input JO neuron Kathi', 'AMMC_R', 'GNG', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6544975 JSP - unclassified type 48,6544974,11,"['dark cytosol', 'CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'JONeuron', 'Unclassified GF input neuron - type 48', 'presynaptic to JO', 'GF input JO neuron Kathi', 'AMMC_R', 'GNG', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6569337 JSP - unclassified type 99 - miscellaneous,6569336,1,"['RIGHT HEMISPHERE', 'PCBR', 'GF1 input neuron', 'CardLab', 'Input to GF1 anterior', 'CAT-Ongoing', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'Unclassified GF input neuron - miscellaneous', 'Unclassified GF input neuron - type 99', 'AMMC_R', 'IPS_R', 'GNG', 'SAD', 'SPS_R', 'VES_R', 'Ipsilateral', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6834792 SMA - unclassified type 23a,6834791,3,"['LB 0 a', 'Bilateral', 'CAT-Ongoing', 'Input to GF1 anterior', 'ICCF', 'GCBR', 'CardLab', 'GF2 input neuron', 'GF1 input neuron', 'Input to GF2 anterior', 'lCCF', 'Unclassified GF input neuron - type 23a', 'midLine', 'Non-Visual_Interneuron', 'AVLP_L', 'GNG', 'LAL_L', 'WED_L', 'SAD', 'WED_R', 'AMMC_L', 'Heterolateral', 'projection neuron']"
GF input neuron 6845856 SMA - unclassified type fragment,6845855,3,"['CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Halted Neuron', 'GF1 input neuron', 'Input to GF1 anterior', 'Unclassified GF input neuron - Fragment', 'Non-Visual_Interneuron', 'AMMC_R', 'Neuron Fragment']"
GF input neuron 6849825 SMA - unclassified type 29,6849824,2,"['GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'RIGHT HEMISPHERE', 'ACBR', 'postsynaptic to JONeuron', 'GC', 'Bilateral', 'Unclassified GF input neuron - type 29', 'rALl', 'secondary_auditory_interneurons', 'vACBR', 'AL_R', 'AMMC_R', 'AVLP_L', 'LAL_R', 'PVLP_L', 'SPS_L', 'SPS_R', 'VES_R', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral', 'Mechanosensory Interneuron']"
GF input neuron 6856008 SMA - unclassified type 24e,6856007,2,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'Lineage_annotated', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'Input to GF1 anterior', 'CAT-Ongoing', 'CardLab', 'local neuron', 'Ipsilateral', 'Homolateral', 'LCBR', 'presynaptic to JO', 'BAlv', 'Unclassified GF input neuron - type 24e', 'postsynaptic to JONeuron', 'type 24', 'secondary_auditory_interneurons', 'AMMC_R', 'SAD', 'WED_R', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 6864290 JSP - unclassified type 37,6864289,3,"['CAT-Ongoing', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CardLab', 'JONeuron', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6864303 JSP - unclassified type 37,6864302,3,"['dark cytosol', 'CardLab', 'CAT-Ongoing', 'JONeuron', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
